 
      1   3040    760      1
    1  0.4605158E+01  0.1907519E+01 -0.4800000E+01  0.9238794E+00  0.3826838E+00  0.0000000E+00  0.3138363E+00
    1  0.4605158E+01  0.1907519E+01 -0.4400000E+01  0.9238794E+00  0.3826838E+00  0.0000000E+00  0.3138363E+00
    1  0.4605158E+01  0.1907519E+01 -0.4000000E+01  0.9238794E+00  0.3826837E+00  0.0000000E+00  0.3138361E+00
    1  0.4605158E+01  0.1907519E+01 -0.3600000E+01  0.9238794E+00  0.3826837E+00  0.0000000E+00  0.3138361E+00
    1  0.4605158E+01  0.1907519E+01 -0.3200000E+01  0.9238794E+00  0.3826838E+00  0.0000000E+00  0.3138363E+00
    1  0.4605158E+01  0.1907519E+01 -0.2800000E+01  0.9238794E+00  0.3826838E+00  0.0000000E+00  0.3138363E+00
    1  0.4605158E+01  0.1907519E+01 -0.2400000E+01  0.9238794E+00  0.3826837E+00  0.0000000E+00  0.3138361E+00
    1  0.4605158E+01  0.1907519E+01 -0.2000000E+01  0.9238794E+00  0.3826838E+00  0.0000000E+00  0.3138363E+00
    1  0.4605158E+01  0.1907519E+01 -0.1600000E+01  0.9238794E+00  0.3826837E+00  0.0000000E+00  0.3138362E+00
    1  0.4605158E+01  0.1907519E+01 -0.1200000E+01  0.9238794E+00  0.3826837E+00  0.0000000E+00  0.3138362E+00
    1  0.4605158E+01  0.1907519E+01 -0.8000001E+00  0.9238794E+00  0.3826837E+00  0.0000000E+00  0.3138362E+00
    1  0.4605158E+01  0.1907519E+01 -0.4000000E+00  0.9238794E+00  0.3826838E+00  0.0000000E+00  0.3138362E+00
    1  0.4605158E+01  0.1907519E+01 -0.1000000E+00  0.9238794E+00  0.3826837E+00  0.0000000E+00  0.1569181E+00
    1  0.4250059E+01  0.2604439E+01 -0.6800000E+01  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.6400000E+01  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.6000000E+01  0.8526400E+00  0.5224987E+00  0.0000000E+00  0.3138362E+00
    1  0.4250059E+01  0.2604439E+01 -0.5600000E+01  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.5200000E+01  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.4800000E+01  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.4400000E+01  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.4000000E+01  0.8526402E+00  0.5224987E+00  0.0000000E+00  0.3138364E+00
    1  0.4250059E+01  0.2604439E+01 -0.3600000E+01  0.8526402E+00  0.5224987E+00  0.0000000E+00  0.3138364E+00
    1  0.4250059E+01  0.2604439E+01 -0.3200000E+01  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.2800000E+01  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.2400000E+01  0.8526402E+00  0.5224987E+00  0.0000000E+00  0.3138364E+00
    1  0.4250059E+01  0.2604439E+01 -0.2000000E+01  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.1600000E+01  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.1200000E+01  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.8000001E+00  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.4000000E+00  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.3138365E+00
    1  0.4250059E+01  0.2604439E+01 -0.1000000E+00  0.8526401E+00  0.5224987E+00  0.0000000E+00  0.1569182E+00
    1  0.3790309E+01  0.3237230E+01 -0.6800000E+01  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138365E+00
    1  0.3790309E+01  0.3237230E+01 -0.6400000E+01  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138365E+00
    1  0.3790309E+01  0.3237230E+01 -0.6000000E+01  0.7604061E+00  0.6494478E+00  0.0000000E+00  0.3138362E+00
    1  0.3790309E+01  0.3237230E+01 -0.5600000E+01  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138365E+00
    1  0.3790309E+01  0.3237230E+01 -0.5200000E+01  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138365E+00
    1  0.3790309E+01  0.3237230E+01 -0.4800000E+01  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138365E+00
    1  0.3790309E+01  0.3237230E+01 -0.4400000E+01  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138365E+00
    1  0.3790309E+01  0.3237230E+01 -0.4000000E+01  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138364E+00
    1  0.3790309E+01  0.3237230E+01 -0.3600000E+01  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138364E+00
    1  0.3790309E+01  0.3237230E+01 -0.3200000E+01  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138365E+00
    1  0.3790309E+01  0.3237230E+01 -0.2800000E+01  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138365E+00
    1  0.3790309E+01  0.3237230E+01 -0.2400000E+01  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138364E+00
    1  0.3790309E+01  0.3237230E+01 -0.2000000E+01  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138365E+00
    1  0.3790309E+01  0.3237230E+01 -0.1600000E+01  0.7604062E+00  0.6494479E+00  0.0000000E+00  0.3138364E+00
    1  0.3790309E+01  0.3237230E+01 -0.1200000E+01  0.7604062E+00  0.6494479E+00  0.0000000E+00  0.3138364E+00
    1  0.3790309E+01  0.3237230E+01 -0.8000001E+00  0.7604062E+00  0.6494479E+00  0.0000000E+00  0.3138364E+00
    1  0.3790309E+01  0.3237230E+01 -0.4000000E+00  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.3138365E+00
    1  0.3790309E+01  0.3237230E+01 -0.1000000E+00  0.7604061E+00  0.6494479E+00  0.0000000E+00  0.1569182E+00
    1  0.3237230E+01  0.3790309E+01 -0.6800000E+01  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138365E+00
    1  0.3237230E+01  0.3790309E+01 -0.6400000E+01  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138365E+00
    1  0.3237230E+01  0.3790309E+01 -0.6000000E+01  0.6494478E+00  0.7604061E+00  0.0000000E+00  0.3138362E+00
    1  0.3237230E+01  0.3790309E+01 -0.5600000E+01  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138365E+00
    1  0.3237230E+01  0.3790309E+01 -0.5200000E+01  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138365E+00
    1  0.3237230E+01  0.3790309E+01 -0.4800000E+01  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138365E+00
    1  0.3237230E+01  0.3790309E+01 -0.4400000E+01  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138365E+00
    1  0.3237230E+01  0.3790309E+01 -0.4000000E+01  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138364E+00
    1  0.3237230E+01  0.3790309E+01 -0.3600000E+01  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138364E+00
    1  0.3237230E+01  0.3790309E+01 -0.3200000E+01  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138365E+00
    1  0.3237230E+01  0.3790309E+01 -0.2800000E+01  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138365E+00
    1  0.3237230E+01  0.3790309E+01 -0.2400000E+01  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138364E+00
    1  0.3237230E+01  0.3790309E+01 -0.2000000E+01  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138365E+00
    1  0.3237230E+01  0.3790309E+01 -0.1600000E+01  0.6494479E+00  0.7604062E+00  0.0000000E+00  0.3138364E+00
    1  0.3237230E+01  0.3790309E+01 -0.1200000E+01  0.6494479E+00  0.7604062E+00  0.0000000E+00  0.3138364E+00
    1  0.3237230E+01  0.3790309E+01 -0.8000001E+00  0.6494479E+00  0.7604062E+00  0.0000000E+00  0.3138364E+00
    1  0.3237230E+01  0.3790309E+01 -0.4000000E+00  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.3138365E+00
    1  0.3237230E+01  0.3790309E+01 -0.1000000E+00  0.6494479E+00  0.7604061E+00  0.0000000E+00  0.1569182E+00
    1  0.2604439E+01  0.4250059E+01 -0.6800000E+01  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.6400000E+01  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.6000000E+01  0.5224987E+00  0.8526400E+00  0.0000000E+00  0.3138362E+00
    1  0.2604439E+01  0.4250059E+01 -0.5600000E+01  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.5200000E+01  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.4800000E+01  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.4400000E+01  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.4000000E+01  0.5224987E+00  0.8526402E+00  0.0000000E+00  0.3138364E+00
    1  0.2604439E+01  0.4250059E+01 -0.3600000E+01  0.5224987E+00  0.8526402E+00  0.0000000E+00  0.3138364E+00
    1  0.2604439E+01  0.4250059E+01 -0.3200000E+01  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.2800000E+01  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.2400000E+01  0.5224987E+00  0.8526402E+00  0.0000000E+00  0.3138364E+00
    1  0.2604439E+01  0.4250059E+01 -0.2000000E+01  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.1600000E+01  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.1200000E+01  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.8000001E+00  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.4000000E+00  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.3138365E+00
    1  0.2604439E+01  0.4250059E+01 -0.1000000E+00  0.5224987E+00  0.8526401E+00  0.0000000E+00  0.1569182E+00
    1  0.1907519E+01  0.4605158E+01 -0.6800000E+01  0.3826838E+00  0.9238794E+00  0.0000000E+00  0.3138363E+00
    1  0.1907519E+01  0.4605158E+01 -0.6400000E+01  0.3826838E+00  0.9238794E+00  0.0000000E+00  0.3138363E+00
    1  0.1907519E+01  0.4605158E+01 -0.6000000E+01  0.3826837E+00  0.9238794E+00  0.0000000E+00  0.3138359E+00
    1  0.1907519E+01  0.4605158E+01 -0.5600000E+01  0.3826838E+00  0.9238794E+00  0.0000000E+00  0.3138363E+00
    1  0.1907519E+01  0.4605158E+01 -0.5200000E+01  0.3826838E+00  0.9238794E+00  0.0000000E+00  0.3138363E+00
    1  0.1907519E+01  0.4605158E+01 -0.4800000E+01  0.3826838E+00  0.9238794E+00  0.0000000E+00  0.3138363E+00
    1  0.1907519E+01  0.4605158E+01 -0.4400000E+01  0.3826838E+00  0.9238794E+00  0.0000000E+00  0.3138363E+00
    1  0.1907519E+01  0.4605158E+01 -0.4000000E+01  0.3826837E+00  0.9238794E+00  0.0000000E+00  0.3138361E+00
    1  0.1907519E+01  0.4605158E+01 -0.3600000E+01  0.3826837E+00  0.9238794E+00  0.0000000E+00  0.3138361E+00
    1  0.1907519E+01  0.4605158E+01 -0.3200000E+01  0.3826838E+00  0.9238794E+00  0.0000000E+00  0.3138363E+00
    1  0.1907519E+01  0.4605158E+01 -0.2800000E+01  0.3826838E+00  0.9238794E+00  0.0000000E+00  0.3138363E+00
    1  0.1907519E+01  0.4605158E+01 -0.2400000E+01  0.3826837E+00  0.9238794E+00  0.0000000E+00  0.3138361E+00
    1  0.1907519E+01  0.4605158E+01 -0.2000000E+01  0.3826838E+00  0.9238794E+00  0.0000000E+00  0.3138363E+00
    1  0.1907519E+01  0.4605158E+01 -0.1600000E+01  0.3826837E+00  0.9238794E+00  0.0000000E+00  0.3138362E+00
    1  0.1907519E+01  0.4605158E+01 -0.1200000E+01  0.3826837E+00  0.9238794E+00  0.0000000E+00  0.3138362E+00
    1  0.1907519E+01  0.4605158E+01 -0.8000001E+00  0.3826837E+00  0.9238794E+00  0.0000000E+00  0.3138362E+00
    1  0.1907519E+01  0.4605158E+01 -0.4000000E+00  0.3826838E+00  0.9238794E+00  0.0000000E+00  0.3138362E+00
    1  0.1907519E+01  0.4605158E+01 -0.1000000E+00  0.3826837E+00  0.9238794E+00  0.0000000E+00  0.1569181E+00
    1  0.1163629E+01  0.4846863E+01 -0.6800000E+01  0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1  0.1163629E+01  0.4846863E+01 -0.6400000E+01  0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1  0.1163629E+01  0.4846863E+01 -0.6000000E+01  0.2334456E+00  0.9723698E+00  0.0000000E+00  0.3138361E+00
    1  0.1163629E+01  0.4846863E+01 -0.5600000E+01  0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1  0.1163629E+01  0.4846863E+01 -0.5200000E+01  0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1  0.1163629E+01  0.4846863E+01 -0.4800000E+01  0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1  0.1163629E+01  0.4846863E+01 -0.4400000E+01  0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1  0.1163629E+01  0.4846863E+01 -0.4000000E+01  0.2334456E+00  0.9723698E+00  0.0000000E+00  0.3138363E+00
    1  0.1163629E+01  0.4846863E+01 -0.3600000E+01  0.2334456E+00  0.9723698E+00  0.0000000E+00  0.3138363E+00
    1  0.1163629E+01  0.4846863E+01 -0.3200000E+01  0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1  0.1163629E+01  0.4846863E+01 -0.2800000E+01  0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1  0.1163629E+01  0.4846863E+01 -0.2400000E+01  0.2334456E+00  0.9723698E+00  0.0000000E+00  0.3138363E+00
    1  0.1163629E+01  0.4846863E+01 -0.2000000E+01  0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1  0.1163629E+01  0.4846863E+01 -0.1600000E+01  0.2334456E+00  0.9723698E+00  0.0000000E+00  0.3138364E+00
    1  0.1163629E+01  0.4846863E+01 -0.1200000E+01  0.2334456E+00  0.9723698E+00  0.0000000E+00  0.3138364E+00
    1  0.1163629E+01  0.4846863E+01 -0.8000000E+00  0.2334456E+00  0.9723698E+00  0.0000000E+00  0.3138364E+00
    1  0.1163629E+01  0.4846863E+01 -0.4000000E+00  0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138364E+00
    1  0.1163629E+01  0.4846863E+01 -0.1000000E+00  0.2334457E+00  0.9723698E+00  0.0000000E+00  0.1569182E+00
    1  0.3910862E+00  0.4969221E+01 -0.6800000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1  0.3910862E+00  0.4969221E+01 -0.6400000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1  0.3910862E+00  0.4969221E+01 -0.6000000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138361E+00
    1  0.3910862E+00  0.4969221E+01 -0.5600000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1  0.3910862E+00  0.4969221E+01 -0.5200000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1  0.3910862E+00  0.4969221E+01 -0.4800000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1  0.3910862E+00  0.4969221E+01 -0.4400000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1  0.3910862E+00  0.4969221E+01 -0.4000000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138362E+00
    1  0.3910862E+00  0.4969221E+01 -0.3600000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138362E+00
    1  0.3910862E+00  0.4969221E+01 -0.3200000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1  0.3910862E+00  0.4969221E+01 -0.2800000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1  0.3910862E+00  0.4969221E+01 -0.2400000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138362E+00
    1  0.3910862E+00  0.4969221E+01 -0.2000000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1  0.3910862E+00  0.4969221E+01 -0.1600000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138364E+00
    1  0.3910862E+00  0.4969221E+01 -0.1200000E+01  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138364E+00
    1  0.3910862E+00  0.4969221E+01 -0.8000000E+00  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138364E+00
    1  0.3910862E+00  0.4969221E+01 -0.4000000E+00  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138364E+00
    1  0.3910862E+00  0.4969221E+01 -0.1000000E+00  0.7845843E-01  0.9969174E+00  0.0000000E+00  0.1569182E+00
    1 -0.3910862E+00  0.4969221E+01 -0.6800000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1 -0.3910862E+00  0.4969221E+01 -0.6400000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1 -0.3910862E+00  0.4969221E+01 -0.6000000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138361E+00
    1 -0.3910862E+00  0.4969221E+01 -0.5600000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1 -0.3910862E+00  0.4969221E+01 -0.5200000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1 -0.3910862E+00  0.4969221E+01 -0.4800000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1 -0.3910862E+00  0.4969221E+01 -0.4400000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1 -0.3910862E+00  0.4969221E+01 -0.4000000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138362E+00
    1 -0.3910862E+00  0.4969221E+01 -0.3600000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138362E+00
    1 -0.3910862E+00  0.4969221E+01 -0.3200000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1 -0.3910862E+00  0.4969221E+01 -0.2800000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1 -0.3910862E+00  0.4969221E+01 -0.2400000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138362E+00
    1 -0.3910862E+00  0.4969221E+01 -0.2000000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138365E+00
    1 -0.3910862E+00  0.4969221E+01 -0.1600000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138364E+00
    1 -0.3910862E+00  0.4969221E+01 -0.1200000E+01 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138364E+00
    1 -0.3910862E+00  0.4969221E+01 -0.8000000E+00 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138364E+00
    1 -0.3910862E+00  0.4969221E+01 -0.4000000E+00 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.3138364E+00
    1 -0.3910862E+00  0.4969221E+01 -0.1000000E+00 -0.7845843E-01  0.9969174E+00  0.0000000E+00  0.1569182E+00
    1 -0.1163629E+01  0.4846863E+01 -0.6800000E+01 -0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1 -0.1163629E+01  0.4846863E+01 -0.6400000E+01 -0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1 -0.1163629E+01  0.4846863E+01 -0.6000000E+01 -0.2334456E+00  0.9723698E+00  0.0000000E+00  0.3138361E+00
    1 -0.1163629E+01  0.4846863E+01 -0.5600000E+01 -0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1 -0.1163629E+01  0.4846863E+01 -0.5200000E+01 -0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1 -0.1163629E+01  0.4846863E+01 -0.4800000E+01 -0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1 -0.1163629E+01  0.4846863E+01 -0.4400000E+01 -0.2334457E+00  0.9723698E+00  0.0000000E+00  0.3138365E+00
    1 -0.1163629E+01  0.4846863E+01 -0.4000000E+01 -0.2334456E+00  0.9723698E+00  0.0000000E+00  0.3138363E+00
    1 -0.1163629E+01  0.4846863E+01 -0.3600000E+01 -0.2334456E+00  0.9723698E+00  0.0000000E+00  0.3138363E+00
